Age,Time_of_Day,AQI,AQI_Category,Temperature,Precipitation,Suggested_Activity,Activity_Suggestion
47,17,13,Good,82.4,1.82,Go for a jog,The weather is perfect for a run or jog.
80,21,71,Moderate,82.4,2.27,Stargazing,"The air is clear, perfect for stargazing."
63,8,70,Moderate,55.4,3.77,Take a walk,Enjoy a peaceful walk in the park.
29,8,22,Good,71.6,2.08,Go for a jog,The weather is perfect for a run or jog.
78,13,55,Moderate,84.2,2.96,Have a picnic,The weather is great for an outdoor picnic.
83,12,38,Good,55.4,2.23,Have a picnic,The weather is great for an outdoor picnic.
51,21,62,Moderate,71.6,1.72,Stargazing,"The air is clear, perfect for stargazing."
62,8,2,Good,50.0,4.39,Take a walk,Enjoy a peaceful walk in the park.
56,14,73,Moderate,51.8,0.67,Have a picnic,The weather is great for an outdoor picnic.
94,10,98,Moderate,80.6,1.19,Take a walk,Enjoy a peaceful walk in the park.
65,18,210,Very Unhealthy,75.2,0.92,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
24,19,1,Good,66.2,3.21,Stargazing,"The air is clear, perfect for stargazing."
21,18,6,Good,50.0,3.24,Go for a jog,The weather is perfect for a run or jog.
69,5,286,Very Unhealthy,39.2,13.38,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
54,3,493,Hazardous,68.0,16.48,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
70,0,329,Hazardous,91.4,14.64,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
44,9,12,Good,102.2,0.13,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
89,21,239,Very Unhealthy,39.2,0.19,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
56,20,96,Moderate,71.6,1.65,Stargazing,"The air is clear, perfect for stargazing."
39,3,239,Very Unhealthy,39.2,14.16,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
67,21,51,Moderate,53.6,4.44,Stargazing,"The air is clear, perfect for stargazing."
31,9,68,Moderate,73.4,3.5,Go for a jog,The weather is perfect for a run or jog.
58,13,35,Good,51.8,1.64,Have a picnic,The weather is great for an outdoor picnic.
13,16,66,Moderate,84.2,1.05,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
6,1,312,Hazardous,91.4,4.63,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
85,8,83,Moderate,59.0,1.13,Take a walk,Enjoy a peaceful walk in the park.
31,8,34,Good,78.8,0.63,Go for a jog,The weather is perfect for a run or jog.
7,9,84,Moderate,59.0,1.27,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
67,11,122,Unhealthy for Sensitive Groups,68.0,10.44,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
52,14,50,Good,69.8,0.87,Have a picnic,The weather is great for an outdoor picnic.
61,16,89,Moderate,62.6,3.7,Take a walk,Enjoy a peaceful walk in the park.
78,10,25,Good,68.0,1.48,Take a walk,Enjoy a peaceful walk in the park.
92,8,77,Moderate,68.0,3.46,Take a walk,Enjoy a peaceful walk in the park.
33,14,95,Moderate,95.0,9.9,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
93,17,62,Moderate,64.4,2.7,Take a walk,Enjoy a peaceful walk in the park.
69,21,231,Very Unhealthy,62.6,15.77,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
43,21,51,Moderate,71.6,1.35,Stargazing,"The air is clear, perfect for stargazing."
63,20,20,Good,82.4,2.16,Stargazing,"The air is clear, perfect for stargazing."
58,10,21,Good,66.2,2.68,Go for a jog,The weather is perfect for a run or jog.
88,20,89,Moderate,75.2,0.11,Stargazing,"The air is clear, perfect for stargazing."
13,13,405,Hazardous,59.0,10.92,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
25,1,18,Good,75.2,1.54,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
86,10,25,Good,53.6,4.29,Take a walk,Enjoy a peaceful walk in the park.
11,23,364,Hazardous,32.0,14.58,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
97,8,61,Moderate,84.2,4.64,Take a walk,Enjoy a peaceful walk in the park.
22,19,41,Good,59.0,3.38,Stargazing,"The air is clear, perfect for stargazing."
70,14,55,Moderate,84.2,3.04,Have a picnic,The weather is great for an outdoor picnic.
20,23,116,Unhealthy for Sensitive Groups,53.6,19.74,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
98,20,95,Moderate,51.8,2.74,Stargazing,"The air is clear, perfect for stargazing."
46,17,63,Moderate,80.6,2.6,Go for a jog,The weather is perfect for a run or jog.
61,10,3,Good,80.6,4.07,Take a walk,Enjoy a peaceful walk in the park.
88,17,66,Moderate,64.4,1.12,Take a walk,Enjoy a peaceful walk in the park.
51,18,57,Moderate,71.6,0.17,Go for a jog,The weather is perfect for a run or jog.
73,21,169,Unhealthy,86.0,13.24,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
6,20,54,Moderate,73.4,1.22,Stargazing,"The air is clear, perfect for stargazing."
98,6,4,Good,33.8,4.55,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
17,16,377,Hazardous,33.8,17.21,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
83,12,497,Hazardous,26.6,15.28,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
74,16,47,Good,75.2,0.11,Take a walk,Enjoy a peaceful walk in the park.
69,8,406,Hazardous,91.4,8.88,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
46,9,23,Good,64.4,0.31,Go for a jog,The weather is perfect for a run or jog.
22,20,89,Moderate,73.4,1.43,Stargazing,"The air is clear, perfect for stargazing."
43,17,495,Hazardous,80.6,3.65,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
74,16,90,Moderate,78.8,4.76,Take a walk,Enjoy a peaceful walk in the park.
73,16,18,Good,68.0,0.64,Take a walk,Enjoy a peaceful walk in the park.
79,9,81,Moderate,78.8,4.74,Take a walk,Enjoy a peaceful walk in the park.
5,18,88,Moderate,68.0,1.48,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
13,17,49,Good,75.2,0.88,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
7,1,322,Hazardous,89.6,17.67,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
37,12,49,Good,55.4,0.39,Have a picnic,The weather is great for an outdoor picnic.
84,8,55,Moderate,53.6,4.9,Take a walk,Enjoy a peaceful walk in the park.
17,18,141,Unhealthy for Sensitive Groups,80.6,9.57,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
40,14,265,Very Unhealthy,50.0,7.0,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
95,16,54,Moderate,66.2,4.14,Take a walk,Enjoy a peaceful walk in the park.
97,18,16,Good,62.6,17.16,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
77,13,29,Good,77.0,2.64,Have a picnic,The weather is great for an outdoor picnic.
73,21,51,Moderate,75.2,4.84,Stargazing,"The air is clear, perfect for stargazing."
85,16,33,Good,64.4,4.24,Take a walk,Enjoy a peaceful walk in the park.
87,13,73,Moderate,84.2,0.6,Have a picnic,The weather is great for an outdoor picnic.
69,19,0,Good,51.8,3.64,Stargazing,"The air is clear, perfect for stargazing."
7,13,46,Good,75.2,2.9,Have a picnic,The weather is great for an outdoor picnic.
14,18,56,Moderate,73.4,3.14,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
43,10,11,Good,68.0,3.52,Go for a jog,The weather is perfect for a run or jog.
88,21,62,Moderate,64.4,2.38,Stargazing,"The air is clear, perfect for stargazing."
6,13,29,Good,64.4,1.8,Have a picnic,The weather is great for an outdoor picnic.
73,10,74,Moderate,73.4,1.43,Take a walk,Enjoy a peaceful walk in the park.
29,21,2,Good,62.6,2.46,Stargazing,"The air is clear, perfect for stargazing."
16,19,10,Good,66.2,2.95,Stargazing,"The air is clear, perfect for stargazing."
79,23,365,Hazardous,89.6,9.01,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
16,9,60,Moderate,51.8,3.04,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
66,5,306,Hazardous,93.2,4.91,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
74,16,96,Moderate,51.8,0.2,Take a walk,Enjoy a peaceful walk in the park.
6,13,282,Very Unhealthy,96.8,13.02,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
32,6,8,Good,84.2,17.88,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
19,9,20,Good,62.6,1.37,Go for a jog,The weather is perfect for a run or jog.
23,11,6,Good,91.4,1.51,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
5,11,256,Very Unhealthy,53.6,2.17,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
66,8,374,Hazardous,51.8,15.57,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
25,12,42,Good,51.8,2.34,Have a picnic,The weather is great for an outdoor picnic.
57,20,18,Good,51.8,0.65,Stargazing,"The air is clear, perfect for stargazing."
28,16,89,Moderate,50.0,4.84,Go for a jog,The weather is perfect for a run or jog.
68,18,98,Moderate,50.0,2.4,Take a walk,Enjoy a peaceful walk in the park.
77,12,33,Good,59.0,2.03,Have a picnic,The weather is great for an outdoor picnic.
14,20,325,Hazardous,69.8,9.99,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
76,14,60,Moderate,68.0,2.66,Have a picnic,The weather is great for an outdoor picnic.
39,21,89,Moderate,71.6,2.21,Stargazing,"The air is clear, perfect for stargazing."
34,14,49,Good,71.6,4.67,Have a picnic,The weather is great for an outdoor picnic.
68,13,18,Good,73.4,2.93,Have a picnic,The weather is great for an outdoor picnic.
39,4,351,Hazardous,53.6,18.8,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
64,3,402,Hazardous,98.6,13.88,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
87,8,13,Good,62.6,1.64,Take a walk,Enjoy a peaceful walk in the park.
96,13,56,Moderate,55.4,2.93,Have a picnic,The weather is great for an outdoor picnic.
49,17,12,Good,75.2,4.06,Go for a jog,The weather is perfect for a run or jog.
24,8,20,Good,73.4,4.06,Go for a jog,The weather is perfect for a run or jog.
58,20,55,Moderate,75.2,3.43,Stargazing,"The air is clear, perfect for stargazing."
33,16,83,Moderate,80.6,0.89,Go for a jog,The weather is perfect for a run or jog.
57,16,49,Good,75.2,1.17,Go for a jog,The weather is perfect for a run or jog.
10,2,450,Hazardous,41.0,13.82,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
70,12,88,Moderate,80.6,4.88,Have a picnic,The weather is great for an outdoor picnic.
7,20,59,Moderate,82.4,2.27,Stargazing,"The air is clear, perfect for stargazing."
82,8,20,Good,80.6,2.61,Take a walk,Enjoy a peaceful walk in the park.
74,12,9,Good,50.0,7.62,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
74,21,42,Good,59.0,3.66,Stargazing,"The air is clear, perfect for stargazing."
88,20,30,Good,78.8,0.05,Stargazing,"The air is clear, perfect for stargazing."
47,21,393,Hazardous,102.2,6.7,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
26,11,264,Very Unhealthy,35.6,11.93,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
78,18,76,Moderate,66.2,1.84,Take a walk,Enjoy a peaceful walk in the park.
60,12,74,Moderate,80.6,4.39,Have a picnic,The weather is great for an outdoor picnic.
35,8,309,Hazardous,59.0,4.45,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
89,14,50,Good,82.4,1.86,Have a picnic,The weather is great for an outdoor picnic.
34,18,25,Good,68.0,0.43,Go for a jog,The weather is perfect for a run or jog.
28,12,93,Moderate,78.8,3.15,Have a picnic,The weather is great for an outdoor picnic.
22,19,66,Moderate,77.0,1.22,Stargazing,"The air is clear, perfect for stargazing."
45,23,478,Hazardous,42.8,16.59,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
52,12,8,Good,71.6,4.76,Have a picnic,The weather is great for an outdoor picnic.
40,17,45,Good,57.2,3.02,Go for a jog,The weather is perfect for a run or jog.
20,13,44,Good,68.0,1.83,Have a picnic,The weather is great for an outdoor picnic.
6,12,5,Good,55.4,1.87,Have a picnic,The weather is great for an outdoor picnic.
16,12,13,Good,55.4,4.87,Have a picnic,The weather is great for an outdoor picnic.
6,8,75,Moderate,62.6,4.61,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
39,16,50,Good,55.4,0.13,Go for a jog,The weather is perfect for a run or jog.
49,18,73,Moderate,53.6,0.77,Go for a jog,The weather is perfect for a run or jog.
84,14,0,Good,55.4,4.52,Have a picnic,The weather is great for an outdoor picnic.
70,21,46,Good,80.6,4.16,Stargazing,"The air is clear, perfect for stargazing."
65,12,36,Good,82.4,4.25,Have a picnic,The weather is great for an outdoor picnic.
28,10,83,Moderate,84.2,3.1,Go for a jog,The weather is perfect for a run or jog.
68,21,20,Good,51.8,1.2,Stargazing,"The air is clear, perfect for stargazing."
59,21,23,Good,64.4,1.17,Stargazing,"The air is clear, perfect for stargazing."
50,2,331,Hazardous,71.6,14.16,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
48,18,17,Good,80.6,1.5,Go for a jog,The weather is perfect for a run or jog.
23,8,51,Moderate,69.8,0.58,Go for a jog,The weather is perfect for a run or jog.
79,19,268,Very Unhealthy,28.4,12.27,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
94,22,35,Good,86.0,9.06,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
8,16,21,Good,75.2,1.4,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
77,6,267,Very Unhealthy,42.8,3.63,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
34,12,63,Moderate,66.2,1.61,Have a picnic,The weather is great for an outdoor picnic.
81,19,20,Good,55.4,9.52,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
49,7,256,Very Unhealthy,41.0,19.39,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
83,10,71,Moderate,80.6,0.06,Take a walk,Enjoy a peaceful walk in the park.
99,18,5,Good,69.8,0.18,Take a walk,Enjoy a peaceful walk in the park.
18,9,272,Very Unhealthy,37.4,16.11,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
45,9,39,Good,78.8,15.62,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
72,19,96,Moderate,24.8,19.89,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
10,8,13,Good,68.0,1.91,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
69,20,107,Unhealthy for Sensitive Groups,32.0,1.11,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
53,17,36,Good,82.4,0.01,Go for a jog,The weather is perfect for a run or jog.
36,14,19,Good,59.0,0.24,Have a picnic,The weather is great for an outdoor picnic.
32,6,125,Unhealthy for Sensitive Groups,39.2,10.13,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
46,16,99,Moderate,75.2,4.7,Go for a jog,The weather is perfect for a run or jog.
92,12,92,Moderate,68.0,0.19,Have a picnic,The weather is great for an outdoor picnic.
94,21,24,Good,68.0,1.24,Stargazing,"The air is clear, perfect for stargazing."
82,12,47,Good,73.4,4.52,Have a picnic,The weather is great for an outdoor picnic.
66,22,46,Good,60.8,16.49,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
53,6,113,Unhealthy for Sensitive Groups,57.2,5.18,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
43,17,97,Moderate,53.6,1.22,Go for a jog,The weather is perfect for a run or jog.
84,9,82,Moderate,60.8,4.05,Take a walk,Enjoy a peaceful walk in the park.
81,9,24,Good,57.2,2.71,Take a walk,Enjoy a peaceful walk in the park.
92,12,86,Moderate,50.0,3.41,Have a picnic,The weather is great for an outdoor picnic.
93,17,65,Moderate,80.6,2.53,Take a walk,Enjoy a peaceful walk in the park.
36,19,94,Moderate,78.8,0.85,Stargazing,"The air is clear, perfect for stargazing."
96,12,77,Moderate,82.4,3.52,Have a picnic,The weather is great for an outdoor picnic.
79,4,44,Good,19.4,17.47,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
36,17,88,Moderate,66.2,1.1,Go for a jog,The weather is perfect for a run or jog.
12,17,7,Good,84.2,4.08,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
51,8,91,Moderate,55.4,2.92,Go for a jog,The weather is perfect for a run or jog.
9,14,10,Good,71.6,1.14,Have a picnic,The weather is great for an outdoor picnic.
65,8,29,Good,84.2,1.1,Take a walk,Enjoy a peaceful walk in the park.
23,8,455,Hazardous,100.4,1.67,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
34,15,99,Moderate,84.2,13.2,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
97,16,17,Good,62.6,3.74,Take a walk,Enjoy a peaceful walk in the park.
63,20,69,Moderate,55.4,1.28,Stargazing,"The air is clear, perfect for stargazing."
94,12,6,Good,51.8,0.36,Have a picnic,The weather is great for an outdoor picnic.
51,17,60,Moderate,78.8,3.77,Go for a jog,The weather is perfect for a run or jog.
51,13,79,Moderate,80.6,3.28,Have a picnic,The weather is great for an outdoor picnic.
45,9,69,Moderate,66.2,2.14,Go for a jog,The weather is perfect for a run or jog.
68,6,105,Unhealthy for Sensitive Groups,51.8,18.52,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
61,12,29,Good,78.8,3.05,Have a picnic,The weather is great for an outdoor picnic.
91,9,47,Good,59.0,3.3,Take a walk,Enjoy a peaceful walk in the park.
80,17,123,Unhealthy for Sensitive Groups,28.4,15.89,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
54,8,92,Moderate,69.8,1.81,Go for a jog,The weather is perfect for a run or jog.
87,13,61,Moderate,84.2,3.9,Have a picnic,The weather is great for an outdoor picnic.
51,18,19,Good,48.2,9.19,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
92,12,39,Good,75.2,4.84,Have a picnic,The weather is great for an outdoor picnic.
95,19,17,Good,84.2,4.86,Stargazing,"The air is clear, perfect for stargazing."
31,17,29,Good,37.4,7.66,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
21,0,31,Good,95.0,10.39,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
94,14,32,Good,51.8,3.8,Have a picnic,The weather is great for an outdoor picnic.
13,18,52,Moderate,60.8,2.73,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
49,18,329,Hazardous,48.2,5.28,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
74,16,64,Moderate,17.6,2.46,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
87,17,53,Moderate,66.2,1.71,Take a walk,Enjoy a peaceful walk in the park.
94,21,17,Good,53.6,0.67,Stargazing,"The air is clear, perfect for stargazing."
17,21,80,Moderate,84.2,4.98,Stargazing,"The air is clear, perfect for stargazing."
21,15,491,Hazardous,96.8,5.92,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
24,18,30,Good,53.6,4.09,Go for a jog,The weather is perfect for a run or jog.
41,13,63,Moderate,50.0,4.43,Have a picnic,The weather is great for an outdoor picnic.
58,17,66,Moderate,75.2,0.19,Go for a jog,The weather is perfect for a run or jog.
62,4,71,Moderate,41.0,8.41,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
24,21,73,Moderate,53.6,2.48,Stargazing,"The air is clear, perfect for stargazing."
15,23,340,Hazardous,75.2,17.82,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
20,5,251,Very Unhealthy,93.2,19.88,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
28,21,57,Moderate,62.6,4.09,Stargazing,"The air is clear, perfect for stargazing."
21,16,331,Hazardous,98.6,10.0,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
81,18,401,Hazardous,21.2,9.24,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
37,18,36,Good,69.8,0.12,Go for a jog,The weather is perfect for a run or jog.
30,6,19,Good,24.8,15.09,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
87,14,173,Unhealthy,30.2,13.29,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
11,18,15,Good,68.0,0.68,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
89,13,7,Good,53.6,1.21,Have a picnic,The weather is great for an outdoor picnic.
50,9,12,Good,59.0,4.39,Go for a jog,The weather is perfect for a run or jog.
45,18,21,Good,69.8,0.91,Go for a jog,The weather is perfect for a run or jog.
77,20,14,Good,71.6,3.71,Stargazing,"The air is clear, perfect for stargazing."
8,22,140,Unhealthy for Sensitive Groups,96.8,12.15,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
15,21,36,Good,71.6,2.41,Stargazing,"The air is clear, perfect for stargazing."
74,0,0,Good,28.4,16.3,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
85,18,60,Moderate,73.4,1.04,Take a walk,Enjoy a peaceful walk in the park.
77,17,78,Moderate,59.0,1.94,Take a walk,Enjoy a peaceful walk in the park.
67,20,34,Good,95.0,14.64,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
65,0,174,Unhealthy,100.4,11.55,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
22,19,8,Good,50.0,0.31,Stargazing,"The air is clear, perfect for stargazing."
5,14,64,Moderate,75.2,4.54,Have a picnic,The weather is great for an outdoor picnic.
15,21,89,Moderate,60.8,0.1,Stargazing,"The air is clear, perfect for stargazing."
50,8,51,Moderate,78.8,3.45,Go for a jog,The weather is perfect for a run or jog.
48,8,22,Good,82.4,3.7,Go for a jog,The weather is perfect for a run or jog.
16,13,289,Very Unhealthy,66.2,4.43,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
39,19,82,Moderate,57.2,3.46,Stargazing,"The air is clear, perfect for stargazing."
23,21,3,Good,77.0,3.27,Stargazing,"The air is clear, perfect for stargazing."
58,15,453,Hazardous,48.2,17.29,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
64,14,23,Good,75.2,1.33,Have a picnic,The weather is great for an outdoor picnic.
19,23,354,Hazardous,57.2,17.36,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
89,14,72,Moderate,82.4,3.68,Have a picnic,The weather is great for an outdoor picnic.
73,17,8,Good,73.4,4.97,Take a walk,Enjoy a peaceful walk in the park.
89,8,417,Hazardous,24.8,14.39,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
97,10,89,Moderate,75.2,1.88,Take a walk,Enjoy a peaceful walk in the park.
85,17,75,Moderate,50.0,0.01,Take a walk,Enjoy a peaceful walk in the park.
85,22,382,Hazardous,82.4,5.26,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
75,13,58,Moderate,84.2,1.99,Have a picnic,The weather is great for an outdoor picnic.
24,12,17,Good,78.8,4.22,Have a picnic,The weather is great for an outdoor picnic.
59,18,39,Good,73.4,3.28,Go for a jog,The weather is perfect for a run or jog.
31,19,62,Moderate,57.2,0.99,Stargazing,"The air is clear, perfect for stargazing."
23,14,52,Moderate,71.6,4.69,Have a picnic,The weather is great for an outdoor picnic.
77,19,147,Unhealthy for Sensitive Groups,91.4,14.18,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
99,12,61,Moderate,51.8,4.25,Have a picnic,The weather is great for an outdoor picnic.
65,19,478,Hazardous,84.2,8.19,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
31,19,76,Moderate,75.2,4.71,Stargazing,"The air is clear, perfect for stargazing."
41,13,218,Very Unhealthy,86.0,7.3,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
51,12,98,Moderate,62.6,3.15,Have a picnic,The weather is great for an outdoor picnic.
81,17,75,Moderate,55.4,3.85,Take a walk,Enjoy a peaceful walk in the park.
21,12,7,Good,78.8,4.52,Have a picnic,The weather is great for an outdoor picnic.
33,1,406,Hazardous,98.6,6.08,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
31,20,408,Hazardous,37.4,1.75,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
72,4,486,Hazardous,15.8,3.77,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
93,13,49,Good,66.2,0.73,Have a picnic,The weather is great for an outdoor picnic.
10,18,100,Moderate,33.8,13.24,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
63,14,460,Hazardous,71.6,11.81,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
5,14,364,Hazardous,51.8,13.85,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
72,9,31,Good,50.0,4.85,Take a walk,Enjoy a peaceful walk in the park.
14,12,43,Good,69.8,1.02,Have a picnic,The weather is great for an outdoor picnic.
79,8,37,Good,50.0,0.44,Take a walk,Enjoy a peaceful walk in the park.
33,9,60,Moderate,80.6,4.39,Go for a jog,The weather is perfect for a run or jog.
24,19,66,Moderate,77.0,0.02,Stargazing,"The air is clear, perfect for stargazing."
65,19,53,Moderate,77.0,3.81,Stargazing,"The air is clear, perfect for stargazing."
31,8,158,Unhealthy,28.4,7.22,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
68,18,89,Moderate,60.8,4.99,Take a walk,Enjoy a peaceful walk in the park.
80,11,88,Moderate,93.2,9.67,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
96,16,49,Good,55.4,2.0,Take a walk,Enjoy a peaceful walk in the park.
92,10,54,Moderate,71.6,4.41,Take a walk,Enjoy a peaceful walk in the park.
84,13,11,Good,69.8,3.19,Have a picnic,The weather is great for an outdoor picnic.
83,8,60,Moderate,51.8,0.64,Take a walk,Enjoy a peaceful walk in the park.
50,12,120,Unhealthy for Sensitive Groups,80.6,1.48,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
86,19,39,Good,51.8,3.98,Stargazing,"The air is clear, perfect for stargazing."
34,21,2,Good,50.0,0.71,Stargazing,"The air is clear, perfect for stargazing."
14,18,98,Moderate,68.0,1.66,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
87,18,44,Good,71.6,0.73,Take a walk,Enjoy a peaceful walk in the park.
40,19,55,Moderate,64.4,4.12,Stargazing,"The air is clear, perfect for stargazing."
57,10,403,Hazardous,68.0,3.79,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
45,16,12,Good,71.6,3.59,Go for a jog,The weather is perfect for a run or jog.
19,21,65,Moderate,68.0,3.14,Stargazing,"The air is clear, perfect for stargazing."
10,19,22,Good,71.6,0.3,Stargazing,"The air is clear, perfect for stargazing."
